[Header]	
System	Liquids	
S/W Version	1.00	
User	James	
Date/Time	11/9/2015 12:19:48 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	
Catalyst	TC/TN	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	TOC	AOP1406B002	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/6/2015 4:41:07 PM	1	5	IC	6.507	16.04	TOC:349.9mg/L TC:363.7mg/L IC:13.77mg/L	1	50	10.00	
Unknown	TOC	AOP1406B011	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/6/2015 4:53:03 PM	1	1	TC	135.2	349.4	TOC:332.6mg/L TC:361.3mg/L IC:28.67mg/L	1	50	10.00	
Unknown	TOC	AOP1406B011	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/6/2015 4:57:31 PM	1	2	TC	137.1	354.3	TOC:332.6mg/L TC:361.3mg/L IC:28.67mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/6/2015 5:02:01 PM	1	3	TC	140.7	363.4	TOC:332.6mg/L TC:361.3mg/L IC:28.67mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/6/2015 5:06:29 PM	1	4	TC	141.8	366.2	TOC:332.6mg/L TC:361.3mg/L IC:28.67mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/6/2015 5:10:51 PM	1	1	IC	11.22	28.10	TOC:332.6mg/L TC:361.3mg/L IC:28.67mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/6/2015 5:14:02 PM	1	2	IC	11.53	28.89	TOC:332.6mg/L TC:361.3mg/L IC:28.67mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/6/2015 5:17:14 PM	1	3	IC	11.58	29.02	TOC:332.6mg/L TC:361.3mg/L IC:28.67mg/L	0	50	10.00	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.604 / Control exceeds range!	1/6/2015 5:25:40 PM	1	1	TC	35.32	9.501	TC:9.604mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.604 / Control exceeds range!	1/6/2015 5:29:48 PM	1	2	TC	35.72	9.603	TC:9.604mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.604 / Control exceeds range!	1/6/2015 5:34:00 PM	1	3	TC	36.13	9.707	TC:9.604mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.00 / Control exceeds range!	1/6/2015 5:42:28 PM	1	1	IC	42.88	10.91	IC:11.00mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.00 / Control exceeds range!	1/6/2015 5:46:01 PM	1	2	IC	43.28	11.01	IC:11.00mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.00 / Control exceeds range!	1/6/2015 5:49:37 PM	1	3	IC	43.54	11.07	IC:11.00mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.824 / Control within range!	1/14/2015 2:39:36 PM	1	1	TC	35.48	9.542	TC:9.824mg/L	1	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.824 / Control within range!	1/14/2015 2:43:38 PM	1	2	TC	35.60	9.572	TC:9.824mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.824 / Control within range!	1/14/2015 2:48:04 PM	1	3	TC	37.08	9.949	TC:9.824mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.824 / Control within range!	1/14/2015 2:52:18 PM	1	4	TC	37.08	9.949	TC:9.824mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.824 / Control within range!	1/14/2015 2:56:28 PM	1	5	TC	40.21	10.75	TC:9.824mg/L	1	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.84 / Control within range!	1/14/2015 3:06:32 PM	1	1	IC	42.73	10.87	IC:10.84mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.84 / Control within range!	1/14/2015 3:10:27 PM	1	2	IC	42.28	10.75	IC:10.84mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.84 / Control within range!	1/14/2015 3:14:17 PM	1	3	IC	42.85	10.90	IC:10.84mg/L	0	50	1.000	
Unknown	TOC	AOP1501D001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 3:25:15 PM	1	1	TC	17.06	48.50	TOC:47.32mg/L TC:47.58mg/L IC:0.2617mg/L	0	50	10.00	
Unknown	TOC	AOP1501D001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 3:29:02 PM	1	2	TC	16.56	47.22	TOC:47.32mg/L TC:47.58mg/L IC:0.2617mg/L	0	50	10.00	
Unknown	TOC	AOP1501D001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 3:32:54 PM	1	3	TC	16.48	47.02	TOC:47.32mg/L TC:47.58mg/L IC:0.2617mg/L	0	50	10.00	
Unknown	TOC	AOP1501D001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 3:36:53 PM	1	1	IC	0.3709	0.3529	TOC:47.32mg/L TC:47.58mg/L IC:0.2617mg/L	0	50	10.00	
Unknown	TOC	AOP1501D001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 3:39:39 PM	1	2	IC	0.3689	0.3478	TOC:47.32mg/L TC:47.58mg/L IC:0.2617mg/L	0	50	10.00	
Unknown	TOC	AOP1501D001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 3:42:28 PM	1	3	IC	0.2659	0.08440	TOC:47.32mg/L TC:47.58mg/L IC:0.2617mg/L	0	50	10.00	
Unknown	TOC	AOP1501D002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 3:53:07 PM	1	1	TC	15.58	44.73	TOC:42.82mg/L TC:44.80mg/L IC:1.973mg/L	0	50	10.00	
Unknown	TOC	AOP1501D002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 3:56:56 PM	1	2	TC	15.67	44.96	TOC:42.82mg/L TC:44.80mg/L IC:1.973mg/L	0	50	10.00	
Unknown	TOC	AOP1501D002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 4:00:45 PM	1	3	TC	15.57	44.70	TOC:42.82mg/L TC:44.80mg/L IC:1.973mg/L	0	50	10.00	
Unknown	TOC	AOP1501D002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 4:04:52 PM	1	1	IC	1.821	4.061	TOC:42.82mg/L TC:44.80mg/L IC:1.973mg/L	1	50	10.00	
Unknown	TOC	AOP1501D002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 4:07:39 PM	1	2	IC	1.458	3.133	TOC:42.82mg/L TC:44.80mg/L IC:1.973mg/L	1	50	10.00	
Unknown	TOC	AOP1501D002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 4:10:29 PM	1	3	IC	1.192	2.453	TOC:42.82mg/L TC:44.80mg/L IC:1.973mg/L	0	50	10.00	
Unknown	TOC	AOP1501D002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 4:13:20 PM	1	4	IC	0.9011	1.709	TOC:42.82mg/L TC:44.80mg/L IC:1.973mg/L	0	50	10.00	
Unknown	TOC	AOP1501D002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 4:16:14 PM	1	5	IC	0.9198	1.757	TOC:42.82mg/L TC:44.80mg/L IC:1.973mg/L	0	50	10.00	
Unknown	TOC	AOP1501D003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 4:27:08 PM	1	1	TC	17.83	50.46	TOC:47.23mg/L TC:50.13mg/L IC:2.902mg/L	0	50	10.00	
Unknown	TOC	AOP1501D003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 4:30:54 PM	1	2	TC	17.57	49.80	TOC:47.23mg/L TC:50.13mg/L IC:2.902mg/L	0	50	10.00	
Unknown	TOC	AOP1501D003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 4:34:39 PM	1	3	TC	17.70	50.13	TOC:47.23mg/L TC:50.13mg/L IC:2.902mg/L	0	50	10.00	
Unknown	TOC	AOP1501D003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 4:38:39 PM	1	1	IC	2.041	4.624	TOC:47.23mg/L TC:50.13mg/L IC:2.902mg/L	1	50	10.00	
Unknown	TOC	AOP1501D003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 4:41:25 PM	1	2	IC	1.822	4.064	TOC:47.23mg/L TC:50.13mg/L IC:2.902mg/L	1	50	10.00	
Unknown	TOC	AOP1501D003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 4:44:14 PM	1	3	IC	1.477	3.181	TOC:47.23mg/L TC:50.13mg/L IC:2.902mg/L	0	50	10.00	
Unknown	TOC	AOP1501D003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 4:47:05 PM	1	4	IC	1.385	2.946	TOC:47.23mg/L TC:50.13mg/L IC:2.902mg/L	0	50	10.00	
Unknown	TOC	AOP1501D003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 4:49:59 PM	1	5	IC	1.241	2.578	TOC:47.23mg/L TC:50.13mg/L IC:2.902mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 5:00:37 PM	1	1	TC	17.44	49.47	TOC:45.61mg/L TC:49.20mg/L IC:3.593mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 5:04:28 PM	1	2	TC	17.32	49.16	TOC:45.61mg/L TC:49.20mg/L IC:3.593mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 5:08:20 PM	1	3	TC	17.25	48.98	TOC:45.61mg/L TC:49.20mg/L IC:3.593mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 5:12:20 PM	1	1	IC	2.344	5.398	TOC:45.61mg/L TC:49.20mg/L IC:3.593mg/L	1	50	10.00	
Unknown	TOC	AOP1501D004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 5:15:06 PM	1	2	IC	2.031	4.598	TOC:45.61mg/L TC:49.20mg/L IC:3.593mg/L	1	50	10.00	
Unknown	TOC	AOP1501D004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 5:17:55 PM	1	3	IC	1.778	3.951	TOC:45.61mg/L TC:49.20mg/L IC:3.593mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 5:20:46 PM	1	4	IC	1.677	3.693	TOC:45.61mg/L TC:49.20mg/L IC:3.593mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 5:23:40 PM	1	5	IC	1.459	3.135	TOC:45.61mg/L TC:49.20mg/L IC:3.593mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004d		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 5:34:30 PM	1	1	TC	18.24	51.50	TOC:46.85mg/L TC:50.85mg/L IC:4.005mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004d		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 5:38:11 PM	1	2	TC	18.01	50.92	TOC:46.85mg/L TC:50.85mg/L IC:4.005mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004d		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/14/2015 5:41:57 PM	1	3	TC	17.70	50.13	TOC:46.85mg/L TC:50.85mg/L IC:4.005mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004d		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 5:45:57 PM	1	1	IC	2.054	4.657	TOC:46.85mg/L TC:50.85mg/L IC:4.005mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004d		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 5:48:43 PM	1	2	IC	1.863	4.168	TOC:46.85mg/L TC:50.85mg/L IC:4.005mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004d		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 5:51:32 PM	1	3	IC	1.480	3.189	TOC:46.85mg/L TC:50.85mg/L IC:4.005mg/L	0	50	10.00	
Unknown	TOC	AOP1501D004d		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 5:54:23 PM	1	4	IC	1.116	2.258	TOC:46.85mg/L TC:50.85mg/L IC:4.005mg/L	1	50	10.00	
Unknown	TOC	AOP1501D004d		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/14/2015 5:57:17 PM	1	5	IC	0.8772	1.648	TOC:46.85mg/L TC:50.85mg/L IC:4.005mg/L	1	50	10.00	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.495 / Control within range!	1/14/2015 6:05:38 PM	1	1	TC	35.56	9.562	TC:9.495mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.495 / Control within range!	1/14/2015 6:09:32 PM	1	2	TC	35.29	9.493	TC:9.495mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.495 / Control within range!	1/14/2015 6:13:33 PM	1	3	TC	35.04	9.430	TC:9.495mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.67 / Control within range!	1/14/2015 6:21:56 PM	1	1	IC	42.18	10.73	IC:10.67mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.67 / Control within range!	1/14/2015 6:25:14 PM	1	2	IC	41.66	10.59	IC:10.67mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.67 / Control within range!	1/14/2015 6:28:32 PM	1	3	IC	42.04	10.69	IC:10.67mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.341 / Control within range!	1/15/2015 2:55:59 PM	1	1	TC	34.14	9.200	TC:9.341mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.341 / Control within range!	1/15/2015 3:00:01 PM	1	2	TC	34.75	9.356	TC:9.341mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.341 / Control within range!	1/15/2015 3:04:04 PM	1	3	TC	35.19	9.468	TC:9.341mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.63 / Control within range!	1/15/2015 3:12:31 PM	1	1	IC	41.86	10.64	IC:10.63mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.63 / Control within range!	1/15/2015 3:15:49 PM	1	2	IC	41.86	10.64	IC:10.63mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.63 / Control within range!	1/15/2015 3:19:05 PM	1	3	IC	41.65	10.59	IC:10.63mg/L	0	50	1.000	
Unknown	TOC	AOP1501E001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 3:29:54 PM	1	1	TC	11.69	34.82	TOC:30.58mg/L TC:32.02mg/L IC:1.433mg/L	1	50	10.00	
Unknown	TOC	AOP1501E001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 3:33:28 PM	1	2	TC	10.63	32.12	TOC:30.58mg/L TC:32.02mg/L IC:1.433mg/L	0	50	10.00	
Unknown	TOC	AOP1501E001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 3:37:02 PM	1	3	TC	10.49	31.76	TOC:30.58mg/L TC:32.02mg/L IC:1.433mg/L	0	50	10.00	
Unknown	TOC	AOP1501E001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 3:40:43 PM	1	4	TC	10.99	33.04	TOC:30.58mg/L TC:32.02mg/L IC:1.433mg/L	1	50	10.00	
Unknown	TOC	AOP1501E001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 3:44:27 PM	1	5	TC	10.65	32.17	TOC:30.58mg/L TC:32.02mg/L IC:1.433mg/L	0	50	10.00	
Unknown	TOC	AOP1501E001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 3:48:26 PM	1	1	IC	0.8218	1.506	TOC:30.58mg/L TC:32.02mg/L IC:1.433mg/L	0	50	10.00	
Unknown	TOC	AOP1501E001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 3:51:12 PM	1	2	IC	0.7092	1.218	TOC:30.58mg/L TC:32.02mg/L IC:1.433mg/L	0	50	10.00	
Unknown	TOC	AOP1501E001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 3:54:01 PM	1	3	IC	0.8492	1.576	TOC:30.58mg/L TC:32.02mg/L IC:1.433mg/L	0	50	10.00	
Unknown	TOC	AOP1501E002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 4:04:35 PM	1	1	TC	12.84	37.75	TOC:31.51mg/L TC:37.78mg/L IC:6.271mg/L	0	50	10.00	
Unknown	TOC	AOP1501E002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 4:08:21 PM	1	2	TC	12.67	37.32	TOC:31.51mg/L TC:37.78mg/L IC:6.271mg/L	0	50	10.00	
Unknown	TOC	AOP1501E002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 4:11:59 PM	1	3	TC	13.05	38.28	TOC:31.51mg/L TC:37.78mg/L IC:6.271mg/L	0	50	10.00	
Unknown	TOC	AOP1501E002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 4:16:01 PM	1	1	IC	3.097	7.324	TOC:31.51mg/L TC:37.78mg/L IC:6.271mg/L	1	50	10.00	
Unknown	TOC	AOP1501E002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 4:18:51 PM	1	2	IC	2.834	6.651	TOC:31.51mg/L TC:37.78mg/L IC:6.271mg/L	0	50	10.00	
